date,nav_x,cash,shares,cost_basis,asset_value,total_assets,in_profit_taking,action,open,high,low,nav_y,volume,amount,pctChg,MA20,EMA10,EMA12,EMA13,EMA18,EMA20,EMA26
2017-02-14,6374.885,60000.0,6.341730881399059,6307.426276527133,40427.80506986764,100427.80506986764,False,盈利1.07%，未达到卖出目标,6366.937,6378.062,6346.593,6374.885,7606862848.0,75879186432.0,0.0822,6215.72165,6297.166652849883,6287.078764699736,6283.202317635843,6271.935283551589,6269.942433606831,6268.2566866361285
2017-02-15,6311.695,60000.0,6.341730881399059,6307.426276527133,40027.07109547203,100027.07109547203,False,盈利0.07%，未达到卖出目标,6367.643,6379.787,6301.012,6311.695,8407660800.0,84745248768.0,-0.9912,6214.708250000001,6299.80817051354,6290.865877822853,6287.272700830723,6276.120516861948,6273.918868501419,6271.474339477897
2017-02-16,6359.336,60000.0,6.341730881399059,6307.426276527133,40329.197496392764,100329.19749639276,False,盈利0.82%，未达到卖出目标,6308.318,6363.869,6306.51,6359.336,7507458048.0,75785519104.0,0.7548,6219.032499999999,6310.63141223835,6301.399742773183,6297.567457854906,6284.8800414027955,6282.053833406046,6277.982610627682
2017-02-17,6307.162,60000.0,6.341730881399059,6307.426276527133,39998.324029386655,99998.32402938665,False,盈利-0.00%，未达到卖出目标,6356.092,6365.695,6300.51,6307.162,7907995136.0,80705736704.0,-0.8204,6224.65775,6310.000610013195,6302.286243885001,6298.938106732778,6287.2255107288165,6284.445087367374,6280.144046877484
2017-02-20,6385.062,60000.0,6.341730881399059,6307.426276527133,40492.344865047635,100492.34486504763,False,盈利1.23%，未达到卖出目标,6307.234,6385.062,6307.234,6385.062,7412663552.0,80325701632.0,1.2351,6242.3488,6323.648135465341,6315.020975595001,6311.241520056667,6297.5240885468365,6294.027650475243,6287.915747108781
2017-02-21,6434.438,60000.0,6.341730881399059,6307.426276527133,40805.4741690476,100805.47416904761,False,盈利2.01%，未达到卖出目标,6390.508,6434.534,6386.904,6434.438,7889690112.0,86222032896.0,0.7733,6259.96745,6343.791747198915,6333.3928255034625,6328.841017191428,6311.936079226117,6307.400064715695,6298.769247322945
2017-02-22,6474.225,60000.0,6.341730881399059,6307.426276527133,41057.792615625825,101057.79261562583,False,盈利2.64%，未达到卖出目标,6432.75,6474.489,6431.408,6474.225,8752564224.0,95597768704.0,0.6183,6280.24905,6367.5068840718395,6355.059313887546,6349.610157592653,6329.019123518105,6323.28815379039,6311.765969743467
2017-02-23,6473.993,60000.0,6.341730881399059,6307.426276527133,41056.32133406134,101056.32133406133,False,盈利2.64%，未达到卖出目标,6470.617,6482.248,6435.745,6473.993,8936667904.0,99277238272.0,-0.0036,6301.76495,6386.867996058778,6373.356804058692,6367.379135079417,6344.279531568831,6337.640996286544,6323.782786799507
2017-02-24,6476.165,60000.0,6.341730881399059,6307.426276527133,41070.095573535735,101070.09557353574,False,盈利2.68%，未达到卖出目标,6466.182,6477.421,6445.066,6476.165,7625812736.0,85426216960.0,0.0335,6319.4733,6403.103814957181,6389.173449588125,6382.919972925215,6358.162212456322,6350.833758544968,6335.070358147692
2017-02-27,6424.254,60000.0,6.341730881399059,6307.426276527133,40740.889981751425,100740.88998175142,False,盈利1.85%，未达到卖出目标,6476.376,6480.186,6417.784,6424.254,7224500992.0,81011814400.0,-0.8016,6332.07765,6406.949303146785,6394.570457343798,6388.824833935899,6365.119242724078,6357.8261624930665,6341.676553840455
2017-02-28,6450.97,60000.0,6.341730881399059,6307.426276527133,40910.31566397889,100910.3156639789,False,盈利2.28%，未达到卖出目标,6424.995,6451.291,6414.783,6450.97,6303112704.0,71170207744.0,0.4159,6346.362950000001,6414.953066211005,6403.247310060136,6397.7027148022,6374.156164542595,6366.697004160393,6349.772364667088
2017-03-01,6467.638,60000.0,6.341730881399059,6307.426276527133,41016.01963431005,101016.01963431004,False,盈利2.54%，未达到卖出目标,6446.435,6488.824,6440.807,6467.638,7247967232.0,83177652224.0,0.2584,6360.766450000001,6424.532145081731,6413.153570050885,6407.693469830458,6383.996357748638,6376.310432335594,6358.503152469526
2017-03-02,6434.626,60000.0,6.341730881399059,6307.426276527133,40806.6664144533,100806.6664144533,False,盈利2.02%，未达到卖出目标,6476.105,6484.115,6431.435,6434.626,7206417152.0,84092919808.0,-0.5104,6371.312449999999,6426.367391430506,6416.457020812287,6411.540974140392,6389.325793775097,6381.86429592268,6364.141881916228
2017-03-03,6452.839,60000.0,6.341730881399059,6307.426276527133,40922.16835899622,100922.16835899622,False,盈利2.31%，未达到卖出目标,6417.388,6457.228,6398.884,6452.839,6525325312.0,78891589632.0,0.283,6383.5998,6431.180411170414,6422.054248379627,6417.440692120336,6396.011394430349,6388.623791549091,6370.712038811322
2017-03-06,6517.323,60000.0,6.341730881399059,6307.426276527133,41331.10853315236,101331.10853315235,False,盈利3.33%，未达到卖出目标,6457.592,6518.042,6457.592,6517.323,6727767296.0,83853156352.0,0.9993,6396.503600000001,6446.84270004852,6436.710979398146,6431.709593246002,6408.781037121891,6400.880859020606,6381.572110010483
2017-03-07,6523.186,60000.0,6.341730881399059,6307.426276527133,41368.29010131,101368.29010131,False,盈利3.42%，未达到卖出目标,6517.845,6523.359,6491.263,6523.186,6853491456.0,82330583040.0,0.09,6409.86655,6460.723300039697,6450.014828721509,6444.777651353717,6420.823664793271,6412.52896768531,6392.062027787484
2017-03-08,6497.087,60000.0,6.341730881399059,6307.426276527133,41202.77726703637,101202.77726703638,False,盈利3.01%，未达到卖出目标,6519.974,6525.193,6478.548,6497.087,6306736896.0,75049472000.0,-0.4001,6420.14105,6467.334881850661,6457.256701225891,6452.250415446044,6428.851384288716,6420.582113620043,6399.841655358781
2017-03-09,6439.382,60000.0,6.341730881399059,6307.426276527133,40836.827686525234,100836.82768652524,False,盈利2.09%，未达到卖出目标,6484.581,6484.827,6425.002,6439.382,6423898112.0,73949327360.0,-0.8882,6425.551300000001,6462.252539695995,6454.506747191139,6450.412070382324,6429.959870153062,6422.3725789895625,6402.77056977665
2017-03-10,6447.916,60000.0,6.341730881399059,6307.426276527133,40890.94801786709,100890.9480178671,False,盈利2.23%，未达到卖出目标,6436.758,6464.602,6436.638,6447.916,5635992832.0,69999415296.0,0.1325,6431.0917,6459.645896114905,6453.492786084809,6450.055488899135,6431.849989084319,6424.805285752461,6406.11467571912
2017-03-13,6507.896,60000.0,6.341730881399059,6307.426276527133,41271.32503613341,101271.3250361334,False,盈利3.18%，未达到卖出目标,6444.558,6508.066,6412.708,6507.896,6491243008.0,81201111040.0,0.9302,6438.0039,6468.41864227583,6461.862511302531,6458.318419056401,6439.8548323386,6432.718687109369,6413.65403307326
2017-03-14,6493.484,60000.0,6.341730881399059,6307.426276527133,41179.92801067069,101179.92801067069,False,盈利2.95%，未达到卖出目标,6508.369,6518.778,6480.08,6493.484,6027199488.0,74548113408.0,-0.2215,6443.933849999999,6472.975980043861,6466.727355717527,6463.342073476915,6445.500007881906,6438.50585976562,6419.567363956722
2017-03-15,6486.061,60000.0,6.341730881399059,6307.426276527133,41132.85334233806,101132.85334233806,False,盈利2.83%，未达到卖出目标,6486.3,6499.542,6471.72,6486.061,5575008512.0,69104009216.0,-0.1143,6452.65215,6475.35507458134,6469.701762530215,6466.587634408785,6449.7695859996,6443.034920740323,6424.492818478446
2017-03-16,6543.34,60000.0,6.341730881399059,6307.426276527133,41496.10134549372,101496.10134549372,False,盈利3.74%，未达到卖出目标,6499.832,6543.34,6499.832,6543.34,6865462016.0,84809252864.0,0.8831,6461.85235,6487.715970112005,6481.030722140951,6477.552258064673,6459.619103262799,6452.587785431721,6433.296313405968
2017-03-17,6483.246,60000.0,6.341730881399059,6307.426276527133,41115.001369906924,101115.00136990692,False,盈利2.79%，未达到卖出目标,6543.557,6555.578,6480.291,6483.246,7306370560.0,89911152640.0,-0.9184,6470.656550000001,6486.903248273458,6481.3715341192665,6478.36564976972,6462.10614502461,6455.507615390606,6436.996290190712
2017-03-20,6498.341,60000.0,6.341730881399059,6307.426276527133,41210.729797561646,101210.72979756165,False,盈利3.03%，未达到卖出目标,6484.54,6498.565,6451.354,6498.341,6164478208.0,76363964416.0,0.2328,6476.3205,6488.982839496466,6483.982221177841,6481.219271231189,6465.920340285177,6459.586985353405,6441.540342769178
2017-03-21,6515.945,60000.0,6.341730881399059,6307.426276527133,41322.36962799779,101322.36962799779,False,盈利3.31%，未达到卖出目标,6494.772,6516.01,6484.687,6515.945,5899504128.0,75784024064.0,0.2709,6480.39585,6493.885050497108,6488.899571765865,6486.180089626733,6471.186093939369,6464.954415319747,6447.051798860351
2017-03-22,6499.792,60000.0,6.341730881399059,6307.426276527133,41219.93164907055,101219.93164907055,False,盈利3.05%，未达到卖出目标,6486.301,6514.628,6459.975,6499.792,7227336704.0,88332148736.0,-0.2479,6481.6741999999995,6494.959041315815,6490.575329955732,6488.124648251486,6474.197241945751,6468.27228052739,6450.95848042625
2017-03-23,6512.187,60000.0,6.341730881399059,6307.426276527133,41298.537403345494,101298.53740334549,False,盈利3.25%，未达到卖出目标,6502.127,6533.652,6445.811,6512.187,7691114752.0,95665082368.0,0.1907,6483.5839,6498.091397440212,6493.900202270235,6491.562127072702,6478.196163846198,6472.454634762877,6455.493926320602
2017-03-24,6546.615,60000.0,6.341730881399059,6307.426276527133,41516.8705141303,101516.8705141303,False,盈利3.79%，未达到卖出目标,6509.232,6552.748,6500.065,6546.615,8354782208.0,99764244480.0,0.5287,6487.1064,6506.9138706329,6502.010171151737,6499.426823205174,6485.39814659923,6479.517526690222,6462.243635482039
2017-03-27,6516.032,60000.0,6.341730881399059,6307.426276527133,41322.92135858447,101322.92135858447,False,盈利3.31%，未达到卖出目标,6545.446,6555.793,6510.439,6516.032,7748273664.0,91609825280.0,-0.4672,6491.6953,6508.57171233601,6504.167375589932,6501.798991318721,6488.62276274668,6482.995095576868,6466.227958779666
2017-03-28,6498.69,60000.0,6.341730881399059,6307.426276527133,41212.94306163925,101212.94306163925,False,盈利3.03%，未达到卖出目标,6509.037,6519.085,6483.64,6498.69,6126211328.0,74546540544.0,-0.2661,6494.0813,6506.7750373658255,6503.32470242225,6501.354849701761,6489.682471931239,6484.489848379071,6468.632554425616
2017-03-29,6480.543,60000.0,6.341730881399059,6307.426276527133,41097.859671334496,101097.8596713345,False,盈利2.74%，未达到卖出目标,6504.245,6522.511,6461.535,6480.543,8561404928.0,94145712128.0,-0.2792,6494.726549999999,6502.005576026584,6499.819825126519,6498.381728315796,6488.720422254267,6484.113958057254,6469.514809653348
2017-03-30,6375.743,60000.0,6.341730881399059,6307.426276527133,40433.24627496388,100433.24627496388,False,盈利1.08%，未达到卖出目标,6467.063,6471.935,6369.12,6375.743,9651272448.0,102559154176.0,-1.6171,6491.7824,6479.048744021751,6480.731082799362,6480.861909984968,6476.828062016975,6473.7929144327545,6462.568749679025
2017-03-31,6401.647,50000.0,7.903828885240882,6326.047884635621,50597.52247171564,100597.52247171564,False,,6374.565,6402.217,6365.447,6401.647,7208277248.0,81869918208.0,0.4063,6489.2228,6464.975699654159,6468.5643008302295,6469.54549427283,6468.914266015188,6466.921874962969,6458.056027480579
2017-04-05,6539.966,40000.0,9.43288882224973,6360.72375394435,61690.77217929328,101690.77217929327,False,,6450.895,6539.966,6450.895,6539.966,9701497856.0,110261624832.0,2.1607,6490.354949999999,6478.610299717038,6479.5491776255785,6479.605566519569,6476.393395908326,6473.87845829983,6464.123432852388
2017-04-06,6559.652,40000.0,9.43288882224973,6360.72375394435,61876.46802864809,101876.46802864809,False,盈利3.13%，未达到卖出目标,6554.745,6569.702,6535.037,6559.652,9747113472.0,106538078208.0,0.301,6492.17825,6493.34515431394,6491.872688760105,6491.040771302488,6485.157459496923,6482.047367033179,6471.19962301147
2017-04-07,6578.726,40000.0,9.43288882224973,6360.72375394435,62056.39095004367,102056.39095004367,False,盈利3.43%，未达到卖出目标,6554.256,6593.949,6544.236,6578.726,10059667200.0,115145781248.0,0.2908,6496.260200000001,6508.868944438678,6505.234736643166,6503.5672325449905,6495.006779549879,6491.254855887162,6479.164539825436
2017-04-10,6566.544,40000.0,9.43288882224973,6360.72375394435,61941.47949841103,101941.47949841103,False,盈利3.24%，未达到卖出目标,6575.459,6595.198,6556.078,6566.544,10252932352.0,117949775872.0,-0.1852,6502.6183,6519.355318177099,6514.666931005756,6512.563913609992,6502.5370132814705,6498.4252505645745,6485.6370924309595
2017-04-11,6629.166,102532.18586223795,0.0,,0.0,102532.18586223795,False,盈利达到4.22%，触发卖出,6566.84,6631.996,6531.53,6629.166,12773804800.0,148200620032.0,0.9537,6511.6808,6539.320896690354,6532.282172389486,6529.221354522851,6515.866380304474,6510.876750510806,6496.268863361999
2017-04-12,6576.476,102532.18586223795,0.0,,0.0,102532.18586223795,False,,6625.879,6626.761,6571.475,6576.476,11417302784.0,125634064384.0,-0.7948,6515.1098,6546.07637001938,6539.081222791103,6535.972018162443,6522.246340272423,6517.124298081205,6502.210132742592
2017-04-13,6615.704,102532.18586223795,0.0,,0.0,102532.18586223795,False,,6569.239,6627.702,6562.762,6615.704,8771143936.0,95722061824.0,0.5965,6521.220800000001,6558.735939106765,6550.869342361702,6547.362301282094,6532.083988664799,6526.51284112109,6510.61708587277
2017-04-14,6528.162,102532.18586223795,0.0,,0.0,102532.18586223795,False,,6623.454,6623.801,6522.79,6528.162,9751115008.0,107518935040.0,-1.3232,6523.32585,6553.177041087352,6547.375905075287,6544.619401098938,6531.671147752715,6526.669903871462,6511.916709141454
2017-04-17,6456.598,102532.18586223795,0.0,,0.0,102532.18586223795,False,,6500.948,6502.036,6426.279,6456.598,8753220608.0,99323748352.0,-1.0962,6518.9887499999995,6535.617215435106,6533.410073525242,6532.0449152276615,6523.768711147166,6519.996389217037,6507.819026982828
2017-04-18,6418.211,102532.18586223795,0.0,,0.0,102532.18586223795,False,,6452.918,6491.808,6416.172,6418.211,8018564096.0,91417772032.0,-0.5945,6515.736999999999,6514.270630810541,6515.687139136743,6515.782927337997,6512.657373131675,6510.302542624939,6501.181395354471
2017-04-19,6350.646,92532.18586223795,1.574642957582583,6350.646,10000.0,102532.18586223795,False,,6390.331,6401.411,6285.99,6350.646,8700044800.0,95577255936.0,-1.0527,6508.35225,6484.520697935896,6490.296194654167,6492.191937718283,6495.6035443809715,6495.0971576130405,6490.030625328214
2017-04-20,6347.773,82532.18586223795,3.1499985980568095,6349.209174993831,19995.47605078287,102527.66191302083,False,,6349.407,6377.8,6299.894,6347.773,7917415680.0,92055494656.0,-0.0452,6499.94365,6459.657480129369,6468.369549322757,6471.560660901386,6480.042434446133,6481.0662854594175,6479.493023452051
2017-04-21,6300.712,72532.18586223795,4.737120815355426,6332.960709542111,29847.23396675972,102379.41982899766,False,,6345.77,6364.673,6296.81,6300.712,6087110144.0,72187531264.0,-0.7414,6489.98965,6430.758301924028,6442.576080196179,6447.153709344046,6461.165546609698,6463.889686844235,6466.2499846778255
2017-04-24,6138.504,72532.18586223795,4.737120815355426,6332.960709542111,29078.83507354254,101611.02093578049,False,盈利-3.07%，未达到卖出目标,6282.331,6282.739,6137.92,6138.504,7077136896.0,78586552320.0,-2.5745,6471.3055,6377.621156119659,6395.795760165997,6403.060893723468,6427.201173282362,6432.900573811451,6441.97250433132
2017-04-25,6160.461,72532.18586223795,4.737120815355426,6332.960709542111,29182.848035285304,101715.03389752326,False,盈利-2.72%，未达到卖出目标,6139.484,6203.681,6131.951,6160.461,6465772800.0,73714024448.0,0.3577,6451.9978,6338.1374913706295,6359.590412448152,6368.403766048688,6399.123260305271,6406.9539477341705,6421.119800306778
2017-04-26,6176.398,72532.18586223795,4.737120815355426,6332.960709542111,29258.343529719623,101790.52939195758,False,盈利-2.47%，未达到卖出目标,6159.892,6195.324,6157.399,6176.398,6974603008.0,81432875008.0,0.2587,6435.0161,6308.730311121424,6331.406964379206,6340.974370898876,6375.678496062611,6384.9962384261535,6402.992259543314
2017-04-27,6192.304,72532.18586223795,4.737120815355426,6332.960709542111,29333.692173408665,101865.87803564662,False,盈利-2.22%，未达到卖出目标,6157.518,6205.229,6052.88,6192.304,8935778816.0,101691924480.0,0.2575,6419.6968,6287.561890917528,6310.006508320867,6319.735746484752,6356.375917529705,6366.644596671282,6387.385721799365
2017-04-28,6211.862,72532.18586223795,4.737120815355426,6332.960709542111,29426.340782315387,101958.52664455333,False,盈利-1.91%，未达到卖出目标,6174.142,6214.161,6166.797,6211.862,6676916736.0,76705996800.0,0.3158,6406.26275,6273.798274387069,6294.90735319458,6304.325211272645,6341.163926210788,6351.903396988302,6374.383964629041
2017-05-02,6216.115,72532.18586223795,4.737120815355426,6332.960709542111,29446.48775714309,101978.67361938104,False,盈利-1.85%，未达到卖出目标,6205.1,6216.494,6186.167,6216.115,7028900352.0,83553107968.0,0.0685,6398.28135,6263.310406316692,6282.785452703106,6291.72375251941,6328.000881346495,6338.971168703702,6362.660337619483
2017-05-03,6197.477,72532.18586223795,4.737120815355426,6332.960709542111,29358.1972993865,101890.38316162446,False,盈利-2.14%，未达到卖出目标,6205.681,6225.626,6174.691,6197.477,7247544832.0,85574279168.0,-0.2998,6388.0728500000005,6251.340696077294,6269.661075364167,6278.259930730923,6314.261525415285,6325.495533589064,6350.424534832855
2017-05-04,6176.305,72532.18586223795,4.737120815355426,6332.960709542111,29257.902977483795,101790.08883972175,False,盈利-2.47%，未达到卖出目标,6180.029,6236.886,6151.808,6176.305,7741351424.0,89915584512.0,-0.3416,6369.8898,6237.6978422450575,6255.298602231218,6263.694940626506,6299.7397858978875,6311.286911342486,6337.526791511903
2017-05-05,6089.682,72532.18586223795,4.737120815355426,6332.960709542111,28847.55936109526,101379.74522333322,False,盈利-3.84%，未达到卖出目标,6155.197,6164.246,6089.09,6089.682,7155199488.0,81292488704.0,-1.4025,6346.3913,6210.785870927773,6229.819124964876,6238.835949108434,6277.628440013899,6290.18168169082,6319.167918066577
2017-05-08,5975.539,72532.18586223795,4.737120815355426,6332.960709542111,28306.850179868146,100839.0360421061,False,盈利-5.64%，未达到卖出目标,6076.458,6083.362,5975.221,5975.539,6718255616.0,76311199744.0,-1.8744,6316.231949999999,6168.013712577269,6190.699105739511,6201.222099235801,6245.829551591383,6260.21571200598,6293.71392413572
2017-05-09,6012.001,72532.18586223795,4.737120815355426,6332.960709542111,28479.575079037637,101011.76094127558,False,盈利-5.07%，未达到卖出目标,5953.839,6012.442,5919.599,6012.001,5472699392.0,62722952704.0,0.6102,6288.504800000001,6139.647764835947,6163.207089471894,6174.190513630686,6221.216019844922,6236.576215624458,6272.846300125667
2017-05-10,5885.841,72532.18586223795,4.737120815355426,6332.960709542111,27881.9399169724,100414.12577921036,False,盈利-7.06%，未达到卖出目标,6010.73,6038.973,5885.521,5885.841,6264566016.0,71467192320.0,-2.0985,6251.33855,6093.5010803203195,6120.535383399295,6132.99772596916,6185.913386177035,6203.172861755463,6244.179240857099
2017-05-11,5872.639,72532.18586223795,4.737120815355426,6332.960709542111,27819.400447968073,100351.58631020602,False,盈利-7.27%，未达到卖出目标,5856.414,5873.906,5731.482,5872.639,7305431296.0,77588393984.0,-0.2243,6216.1467,6053.344338443898,6082.397478260941,6095.80362225928,6152.937135000505,6171.69344635018,6216.657741534351
2017-05-12,5863.783,72532.18586223795,4.737120815355426,6332.960709542111,27777.448506027285,100309.63436826524,False,盈利-7.41%，未达到卖出目标,5859.337,5889.93,5820.293,5863.783,5668562688.0,62606811904.0,-0.1508,6178.550649999999,6018.878640545006,6048.764481605412,6062.6578190793825,6122.49985763203,6142.368641935877,6190.518871791066
2017-05-15,5893.507,72532.18586223795,4.737120815355426,6332.960709542111,27918.254685142907,100450.44054738086,False,盈利-6.94%，未达到卖出目标,5880.696,5912.266,5880.696,5893.507,4972593408.0,58911836416.0,0.5069,6146.8179,5996.08379680955,6024.878715204579,6038.493416353756,6098.395346302343,6118.667533180079,6168.517992399135
2017-05-16,6014.734,72532.18586223795,4.737120815355426,6332.960709542111,28492.521630226005,101024.70749246396,False,盈利-5.02%，未达到卖出目标,5882.329,6014.88,5839.219,6014.734,7342661632.0,84036100096.0,2.057,6124.724700000001,5999.474742844177,6023.31798978849,6035.099214017506,6089.588888796833,6108.769101448643,6157.1265855547545
